participant	list	presentationorder	verb	frame	response	nativeenglish	sentence
92	11	57	hear	NP Ved if S notense	2	True	Someone heard if something happen.
92	11	58	hate	NP Ved that S	7	True	Someone hated that something happened.
92	11	59	bother	NP Ved so	4	True	Someone bothered so.
92	11	60	guess	NP Ved NP that S	1	True	Someone guessed someone that something happened.
105	11	1	deny	NP Ved WH S	6	True	Someone denied how something happened.
105	11	2	realize	NP Ved to NP that S notense	1	True	Someone realized to someone that something happen.
105	11	3	remember	NP Ved there to VP	7	True	Someone remembered there to be a particular thing in a particular place.
105	11	4	expect	NP Ved NP about NP	1	True	Someone expected someone about something.
105	11	5	say	NP Ved if S	2	True	Someone said if something happened.
105	11	6	understand	NP Ved that S notense	4	True	Someone understood that something happen.
105	11	7	forget	It Ved NP WH to VP	1	True	It forgot someone how to do something.
105	11	8	expect	NP Ved S	1	True	Someone expected something happened.
105	11	9	realize	NP Ved WH to VP	7	True	Someone realized where to do something.
105	11	10	love	NP Ved NP that S notense	1	True	Someone loved someone that something happen.
105	11	11	love	NP Ved NP S	1	True	Someone loved someone something happened.
105	11	12	worry	It Ved NP WH to VP	3	True	It worried someone why to do something.
105	11	13	worry	It Ved NP WH S	7	True	It worried someone why something happened.
105	11	14	need	NP Ved so	1	True	Someone needed so.
105	11	15	imagine	NP Ved NP to VP	6	True	Someone imagined someone to do something.
105	11	16	need	NP Ved to	3	True	Someone needed to.
105	11	17	think	NP Ved WH to VP	1	True	Someone thought where to do something.
105	11	18	believe	NP Ved NP NP	1	True	Someone believed someone something.
105	11	19	pretend	NP was Ved that S notense	2	True	Someone was pretended that something happen.
105	11	20	think	NP Ved to NP that S notense	2	True	Someone thought to someone that something happen.
105	11	21	want	NP was Ved that S notense	1	True	Someone was wanted that something happen.
105	11	22	doubt	S, I V	6	True	Something happened, I doubt.
105	11	23	feel	It Ved NP WH S	2	True	It felt someone where something happened.
105	11	24	want	NP Ved WH S	1	True	Someone wanted where something happened.
105	11	25	hear	NP Ved WH to VP	7	True	Someone heard how to do something.
105	11	26	remember	NP Ved to NP that S	6	True	Someone remembered to someone that something happened.
105	11	27	tell	It Ved NP that S	7	True	It told someone that something happened.
105	11	28	believe	NP Ved	7	True	Someone believed.
105	11	29	amaze	It Ved NP that S	7	True	It amazed someone that something happened.
105	11	30	forget	NP was Ved to VP	1	True	Someone was forgotten to do something.
105	11	31	suppose	NP Ved NP	7	True	Someone supposed something.
105	11	32	tell	It Ved NP WH S	7	True	It told someone how something happened.
105	11	33	suppose	NP Ved NP S notense	1	True	Someone supposed someone something happen.
105	11	34	deny	NP Ved if S	5	True	Someone denied if something happened.
105	11	35	hope	NP Ved for NP to VP	7	True	Someone hoped for someone to do something.
105	11	36	promise	It Ved NP that S notense	2	True	It promised someone that something happen.
105	11	37	demand	NP Ved to VP	7	True	Someone demanded to do something.
105	11	38	imagine	NP Ved NP VP	7	True	Someone imagined someone do something.
105	11	39	forbid	S, NP Ved	2	True	Something happened, someone forbade.
105	11	40	pretend	NP Ved WH S	1	True	Someone pretended where something happened.
105	11	41	see	NP Ved it that S	5	True	Someone saw it that something happened.
105	11	42	bother	NP Ved to	3	True	Someone bothered to.
105	11	43	hate	NP Ved it that S	7	True	Someone hated it that something happened.
105	11	44	say	NP Ved WH S	7	True	Someone said how something happened.
105	11	45	demand	NP was Ved that S	5	True	Someone was demanded that something happened.
105	11	46	guess	NP Ved VPing	4	True	Someone guessed doing something.
105	11	47	promise	It Ved NP to VP	7	True	It promised someone to do something.
105	11	48	forbid	NP Ved WH to VP	1	True	Someone forbade why to do something.
105	11	49	allow	S, NP Ved	2	True	Something happened, someone allowed.
105	11	50	feel	It Ved NP WH to VP	1	True	It felt someone where to do something.
105	11	51	see	NP Ved that S	7	True	Someone saw that something happened.
105	11	52	amaze	It Ved NP WH S	7	True	It amazed someone how something happened.
105	11	53	understand	NP Ved it that S notense	2	True	Someone understood it that something happen.
105	11	54	hope	NP Ved about NP	6	True	Someone hoped about something.
105	11	55	allow	NP Ved WH to VP	1	True	Someone allowed why to do something.
105	11	56	doubt	NP Ved WH S	7	True	Someone doubted why something happened.
105	11	57	hear	NP Ved if S notense	1	True	Someone heard if something happen.
105	11	58	hate	NP Ved that S	7	True	Someone hated that something happened.
105	11	59	bother	NP Ved so	1	True	Someone bothered so.
105	11	60	guess	NP Ved NP that S	1	True	Someone guessed someone that something happened.
33	12	1	want	NP Ved WH S	1	True	Someone wanted why something happened.
33	12	2	bother	NP Ved there to VP	2	True	Someone bothered there to be a particular thing in a particular place.
33	12	3	expect	NP Ved NP that S	2	True	Someone expected someone that something happened.
33	12	4	worry	NP Ved NP NP	1	True	Someone worried someone something.
33	12	5	suppose	NP Ved NP that S notense	1	True	Someone supposed someone that something happen.
33	12	6	forget	It Ved NP WH S	1	True	It forgot someone how something happened.
33	12	7	expect	NP Ved VPing	7	True	Someone expected doing something.
33	12	8	hate	NP Ved that S notense	2	True	Someone hated that something happen.
33	12	9	pretend	NP Ved WH S	7	True	Someone pretended why something happened.
33	12	10	imagine	NP Ved NP about NP	6	True	Someone imagined someone about something.
33	12	11	promise	It Ved NP WH S	6	True	It promised someone where something happened.
33	12	12	see	NP Ved it that S notense	1	True	Someone saw it that something happen.
33	12	13	guess	NP Ved for NP to VP	7	True	Someone guessed for someone to do something.
33	12	14	imagine	NP Ved S	7	True	Someone imagined something happened.
33	12	15	realize	NP was Ved that S	1	True	Someone was realized that something happened.
33	12	16	doubt	NP Ved WH to VP	2	True	Someone doubted why to do something.
33	12	17	understand	NP Ved so	7	True	Someone understood so.
33	12	18	think	NP was Ved that S	2	True	Someone was thought that something happened.
33	12	19	think	NP Ved to VP	7	True	Someone thought to do something.
33	12	20	demand	NP was Ved that S notense	6	True	Someone was demanded that something happen.
33	12	21	understand	NP Ved to	2	True	Someone understood to.
33	12	22	demand	NP Ved WH S	2	True	Someone demanded where something happened.
33	12	23	allow	It Ved NP WH to VP	1	True	It allowed someone how to do something.
33	12	24	doubt	S, NP Ved	6	True	Something happened, someone doubted.
33	12	25	believe	NP Ved NP	7	True	Someone believed something.
33	12	26	guess	NP Ved about NP	7	True	Someone guessed about something.
33	12	27	hear	NP Ved that S	7	True	Someone heard that something happened.
33	12	28	suppose	NP Ved NP S	1	True	Someone supposed someone something happened.
33	12	29	forbid	It Ved NP WH to VP	6	True	It forbade someone how to do something.
33	12	30	love	NP Ved NP to VP	2	True	Someone loved someone to do something.
33	12	31	promise	It Ved NP WH to VP	2	True	It promised someone where to do something.
33	12	32	forget	It Ved NP that S	1	True	It forgot someone that something happened.
33	12	33	deny	NP Ved WH to VP	1	True	Someone denied how to do something.
33	12	34	need	NP Ved to NP that S	1	True	Someone needed to someone that something happened.
33	12	35	tell	It Ved NP that S notense	6	True	It told someone that something happen.
33	12	36	amaze	It Ved NP that S notense	3	True	It amazed someone that something happen.
33	12	37	love	NP Ved NP VP	1	True	Someone loved someone do something.
33	12	38	hope	NP Ved if S	6	True	Someone hoped if something happened.
33	12	39	worry	NP Ved	5	True	Someone worried.
33	12	40	hear	NP Ved it that S	2	True	Someone heard it that something happened.
33	12	41	remember	NP Ved to NP that S notense	2	True	Someone remembered to someone that something happen.
33	12	42	feel	It Ved NP WH S	1	True	It felt someone why something happened.
33	12	43	forbid	NP was Ved to VP	7	True	Someone was forbidden to do something.
33	12	44	say	NP Ved if S notense	2	True	Someone said if something happen.
33	12	45	feel	It Ved NP WH to VP	1	True	It felt someone why to do something.
33	12	46	want	S, I V	1	True	Something happened, I want.
33	12	47	pretend	S, I V	1	True	Something happened, I pretend.
33	12	48	amaze	It Ved NP to VP	6	True	It amazed someone to do something.
33	12	49	see	NP Ved that S notense	6	True	Someone saw that something happen.
33	12	50	hope	NP Ved WH S	2	True	Someone hoped how something happened.
33	12	51	realize	NP Ved to VP	3	True	Someone realized to do something.
33	12	52	tell	It Ved NP to VP	7	True	It told someone to do something.
33	12	53	remember	NP Ved WH to VP	7	True	Someone remembered where to do something.
33	12	54	hate	NP Ved it that S notense	7	True	Someone hated it that something happen.
33	12	55	believe	NP Ved NP S notense	1	True	Someone believed someone something happen.
33	12	56	deny	NP Ved if S notense	5	True	Someone denied if something happen.
33	12	57	need	NP Ved there to VP	7	True	Someone needed there to be a particular thing in a particular place.
33	12	58	bother	NP Ved to NP that S	2	True	Someone bothered to someone that something happened.
33	12	59	say	NP Ved WH to VP	7	True	Someone said how to do something.
33	12	60	allow	NP was Ved to VP	7	True	Someone was allowed to do something.
32	12	1	want	NP Ved WH S	1	True	Someone wanted why something happened.
32	12	2	bother	NP Ved there to VP	3	True	Someone bothered there to be a particular thing in a particular place.
32	12	3	expect	NP Ved NP that S	1	True	Someone expected someone that something happened.
32	12	4	worry	NP Ved NP NP	2	True	Someone worried someone something.
32	12	5	suppose	NP Ved NP that S notense	2	True	Someone supposed someone that something happen.
32	12	6	forget	It Ved NP WH S	1	True	It forgot someone how something happened.
32	12	7	expect	NP Ved VPing	2	True	Someone expected doing something.
32	12	8	hate	NP Ved that S notense	3	True	Someone hated that something happen.
32	12	9	pretend	NP Ved WH S	4	True	Someone pretended why something happened.
32	12	10	imagine	NP Ved NP about NP	2	True	Someone imagined someone about something.
32	12	11	promise	It Ved NP WH S	1	True	It promised someone where something happened.
32	12	12	see	NP Ved it that S notense	3	True	Someone saw it that something happen.
32	12	13	guess	NP Ved for NP to VP	3	True	Someone guessed for someone to do something.
32	12	14	imagine	NP Ved S	7	True	Someone imagined something happened.
32	12	15	realize	NP was Ved that S	2	True	Someone was realized that something happened.
32	12	16	doubt	NP Ved WH to VP	4	True	Someone doubted why to do something.
32	12	17	understand	NP Ved so	5	True	Someone understood so.
32	12	18	think	NP was Ved that S	2	True	Someone was thought that something happened.
32	12	19	think	NP Ved to VP	7	True	Someone thought to do something.
32	12	20	demand	NP was Ved that S notense	2	True	Someone was demanded that something happen.
32	12	21	understand	NP Ved to	2	True	Someone understood to.
32	12	22	demand	NP Ved WH S	5	True	Someone demanded where something happened.
32	12	23	allow	It Ved NP WH to VP	2	True	It allowed someone how to do something.
32	12	24	doubt	S, NP Ved	4	True	Something happened, someone doubted.
32	12	25	believe	NP Ved NP	7	True	Someone believed something.
32	12	26	guess	NP Ved about NP	7	True	Someone guessed about something.
32	12	27	hear	NP Ved that S	7	True	Someone heard that something happened.
32	12	28	suppose	NP Ved NP S	1	True	Someone supposed someone something happened.
32	12	29	forbid	It Ved NP WH to VP	3	True	It forbade someone how to do something.
32	12	30	love	NP Ved NP to VP	5	True	Someone loved someone to do something.
32	12	31	promise	It Ved NP WH to VP	2	True	It promised someone where to do something.
32	12	32	forget	It Ved NP that S	1	True	It forgot someone that something happened.
32	12	33	deny	NP Ved WH to VP	2	True	Someone denied how to do something.
32	12	34	need	NP Ved to NP that S	2	True	Someone needed to someone that something happened.
32	12	35	tell	It Ved NP that S notense	3	True	It told someone that something happen.
32	12	36	amaze	It Ved NP that S notense	4	True	It amazed someone that something happen.
32	12	37	love	NP Ved NP VP	3	True	Someone loved someone do something.
32	12	38	hope	NP Ved if S	2	True	Someone hoped if something happened.
32	12	39	worry	NP Ved	6	True	Someone worried.
32	12	40	hear	NP Ved it that S	3	True	Someone heard it that something happened.
32	12	41	remember	NP Ved to NP that S notense	2	True	Someone remembered to someone that something happen.
32	12	42	feel	It Ved NP WH S	1	True	It felt someone why something happened.
32	12	43	forbid	NP was Ved to VP	7	True	Someone was forbidden to do something.
32	12	44	say	NP Ved if S notense	2	True	Someone said if something happen.
32	12	45	feel	It Ved NP WH to VP	1	True	It felt someone why to do something.
32	12	46	want	S, I V	1	True	Something happened, I want.
32	12	47	pretend	S, I V	2	True	Something happened, I pretend.
