verb	frame	polarity	sentence	veridicalitylike	veridicalitynorm
bicker	NP Ved for NP to VP	negative	Someone didn\'t bicker for a particular thing to happen.	-0.31152827	-0.15855801
bicker	NP Ved for NP to VP	positive	Someone bickered for a particular thing to happen.	-0.31118646	-0.15855801
mutter	NP Ved that S	positive	Someone muttered that a particular thing happened	-0.31119385	-0.15980753
mutter	NP Ved that S	negative	Someone didn\'t mutter that a particular thing happened	-0.45062253	-0.15980753
come_out	NP Ved that S	negative	Someone didn\'t come out that a particular thing happened	-0.382126	-0.16183491
come_out	NP Ved that S	positive	Someone came out that a particular thing happened	-0.4414138	-0.16183491
claim	NP Ved NP to VP[-eventive]	positive	Someone claimed a particular person to have a particular thing.	-0.3352821	-0.16377091
claim	NP Ved NP to VP[-eventive]	negative	Someone didn\'t claim a particular person to have a particular thing.	-0.2184987	-0.16377091
authorize	NP Ved that S	positive	Someone authorized that a particular thing happened	-0.3324368	-0.1649709
authorize	NP Ved that S	negative	Someone didn\'t authorize that a particular thing happened	-0.3616402	-0.1649709
argue	NP Ved to VP[-eventive]	positive	A particular person argued to have a particular thing.	-0.41313112	-0.16593242
argue	NP Ved to VP[-eventive]	negative	A particular person didn\'t argue to have a particular thing.	-0.27535135	-0.16593242
convey	NP was Ved to VP[+eventive]	positive	A particular person was conveyed to do a particular thing.	-0.2947598	-0.16608837
convey	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t conveyed to do a particular thing.	-0.25222555	-0.16608837
beg	NP Ved to VP[+eventive]	negative	A particular person didn\'t beg to do a particular thing.	-0.15838313	-0.17072281
beg	NP Ved to VP[+eventive]	positive	A particular person begged to do a particular thing.	-0.23039143	-0.17072281
fuel	NP was Ved to VP[+eventive]	positive	A particular person was fuelled to do a particular thing.	-0.35299113	-0.17187737
fuel	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t fuelled to do a particular thing.	-0.36574003	-0.17187737
console	NP was Ved to VP[+eventive]	positive	A particular person was consoled to do a particular thing.	-0.2748755	-0.17203207
console	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t consoled to do a particular thing.	-0.44284496	-0.17203207
prefer	NP was Ved to VP[-eventive]	negative	A particular person wasn\'t preferred to have a particular thing.	-0.407623	-0.1720653
prefer	NP was Ved to VP[-eventive]	positive	A particular person was preferred to have a particular thing.	-0.41224968	-0.1720653
scare	NP was Ved to VP[+eventive]	positive	A particular person was scared to do a particular thing.	-0.2064002	-0.17261975
scare	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t scared to do a particular thing.	-0.2946735	-0.17261975
circulate	NP Ved that S	positive	Someone circulated that a particular thing happened	-0.38978502	-0.17350511
circulate	NP Ved that S	negative	Someone didn\'t circulate that a particular thing happened	-0.46463096	-0.17350511
endorse	NP Ved NP to VP[-eventive]	negative	Someone didn\'t endorse a particular person to have a particular thing.	-0.21195874	-0.17353003
endorse	NP Ved NP to VP[-eventive]	positive	Someone endorsed a particular person to have a particular thing.	-0.29584	-0.17353003
appear	NP Ved to VP[+eventive]	negative	A particular person didn\'t appear to do a particular thing.	-0.4160965	-0.1758351
appear	NP Ved to VP[+eventive]	positive	A particular person appeared to do a particular thing.	-0.29700628	-0.1758351
seek	NP Ved for NP to VP	positive	Someone sought for a particular thing to happen.	-0.33097604	-0.1760222
seek	NP Ved for NP to VP	negative	Someone didn\'t seek for a particular thing to happen.	-0.24961591	-0.1760222
stress	NP Ved for NP to VP	negative	Someone didn\'t stress for a particular thing to happen.	-0.2503582	-0.17613553
stress	NP Ved for NP to VP	positive	Someone stressed for a particular thing to happen.	-0.12015348	-0.17613553
promise	NP Ved NP to VP[-eventive]	negative	Someone didn\'t promise a particular person to have a particular thing.	-0.3076731	-0.17812064
promise	NP Ved NP to VP[-eventive]	positive	Someone promised a particular person to have a particular thing.	-0.3240557	-0.17812064
proclaim	NP Ved to VP[+eventive]	negative	A particular person didn\'t proclaim to do a particular thing.	-0.3899929	-0.17873275
proclaim	NP Ved to VP[+eventive]	positive	A particular person proclaimed to do a particular thing.	-0.43228137	-0.17873275
murmur	NP Ved to VP[-eventive]	positive	A particular person murmured to have a particular thing.	-0.3462218	-0.17999882
murmur	NP Ved to VP[-eventive]	negative	A particular person didn\'t murmur to have a particular thing.	-0.2555482	-0.17999882
chatter	NP Ved that S	negative	Someone didn\'t chatter that a particular thing happened	-0.37697965	-0.18174808
chatter	NP Ved that S	positive	Someone chattered that a particular thing happened	-0.2639889	-0.18174808
ordain	NP Ved that S	positive	Someone ordained that a particular thing happened	-0.35681123	-0.1819013
ordain	NP Ved that S	negative	Someone didn\'t ordain that a particular thing happened	-0.3817928	-0.1819013
order	NP was Ved to VP[-eventive]	positive	A particular person was ordered to have a particular thing.	-0.4784698	-0.184291
order	NP was Ved to VP[-eventive]	negative	A particular person wasn\'t ordered to have a particular thing.	-0.37956032	-0.184291
make_out	NP Ved NP to VP[-eventive]	negative	Someone didn\'t make out a particular person to have a particular thing.	-0.1705044	-0.18475808
make_out	NP Ved NP to VP[-eventive]	positive	Someone made out a particular person to have a particular thing.	-0.28394186	-0.18475808
okay	NP Ved NP to VP[+eventive]	positive	Someone okayed a particular person to do a particular thing.	-0.17202222	-0.18688448
okay	NP Ved NP to VP[+eventive]	negative	Someone didn\'t okay a particular person to do a particular thing.	-0.17789122	-0.18688448
describe	NP was Ved to VP[+eventive]	positive	A particular person was described to do a particular thing.	-0.53048307	-0.18775761
describe	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t described to do a particular thing.	-0.4484364	-0.18775761
bullshit	NP was Ved to VP[-eventive]	negative	A particular person wasn\'t bullshitted to have a particular thing.	-0.56284934	-0.1892668
bullshit	NP was Ved to VP[-eventive]	positive	A particular person was bullshitted to have a particular thing.	-0.5691309	-0.1892668
vote	NP Ved to VP[-eventive]	negative	A particular person didn\'t vote to have a particular thing.	-0.29844096	-0.1910847
vote	NP Ved to VP[-eventive]	positive	A particular person voted to have a particular thing.	-0.25842735	-0.1910847
sanction	NP was Ved to VP[+eventive]	positive	A particular person was sanctioned to do a particular thing.	-0.33267087	-0.19192162
sanction	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t sanctioned to do a particular thing.	-0.25995	-0.19192162
care	NP Ved to VP[+eventive]	negative	A particular person didn\'t care to do a particular thing.	-0.6250577	-0.19231413
care	NP Ved to VP[+eventive]	positive	A particular person cared to do a particular thing.	-0.6408224	-0.19231413
discourage	NP Ved NP to VP[+eventive]	negative	Someone didn\'t discourage a particular person to do a particular thing.	-0.31209704	-0.19525206
discourage	NP Ved NP to VP[+eventive]	positive	Someone discouraged a particular person to do a particular thing.	-0.3139604	-0.19525206
mumble	NP Ved that S	negative	Someone didn\'t mumble that a particular thing happened	-0.33251283	-0.19528274
mumble	NP Ved that S	positive	Someone mumbled that a particular thing happened	-0.31756532	-0.19528274
will	NP Ved NP to VP[-eventive]	positive	Someone willed a particular person to have a particular thing.	-0.26220426	-0.19533142
will	NP Ved NP to VP[-eventive]	negative	Someone didn\'t will a particular person to have a particular thing.	-0.21661791	-0.19533142
insist	NP Ved for NP to VP	positive	Someone insisted for a particular thing to happen.	-0.38668934	-0.19716415
insist	NP Ved for NP to VP	negative	Someone didn\'t insist for a particular thing to happen.	-0.25650913	-0.19716415
contemplate	NP was Ved to VP[-eventive]	positive	A particular person was contemplated to have a particular thing.	-0.22763921	-0.19747588
contemplate	NP was Ved to VP[-eventive]	negative	A particular person wasn\'t contemplated to have a particular thing.	-0.13582498	-0.19747588
okay	NP Ved NP to VP[-eventive]	positive	Someone okayed a particular person to have a particular thing.	-0.2352398	-0.19831958
okay	NP Ved NP to VP[-eventive]	negative	Someone didn\'t okay a particular person to have a particular thing.	-0.29257673	-0.19831958
taunt	NP Ved NP to VP[+eventive]	positive	Someone taunted a particular person to do a particular thing.	-0.51827013	-0.19884205
taunt	NP Ved NP to VP[+eventive]	negative	Someone didn\'t taunt a particular person to do a particular thing.	-0.20168467	-0.19884205
take	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t taken to do a particular thing.	-0.5543266	-0.201615
take	NP was Ved to VP[+eventive]	positive	A particular person was taken to do a particular thing.	-0.46718705	-0.201615
check	NP Ved for NP to VP	positive	Someone checked for a particular thing to happen.	-0.26901606	-0.20343974
check	NP Ved for NP to VP	negative	Someone didn\'t check for a particular thing to happen.	-0.21145554	-0.20343974
coach	NP Ved NP to VP[+eventive]	positive	Someone coached a particular person to do a particular thing.	-0.39507753	-0.20392393
coach	NP Ved NP to VP[+eventive]	negative	Someone didn\'t coach a particular person to do a particular thing.	-0.4184653	-0.20392393
mumble	NP Ved to VP[+eventive]	negative	A particular person didn\'t mumble to do a particular thing.	-0.25165135	-0.20506753
mumble	NP Ved to VP[+eventive]	positive	A particular person mumbled to do a particular thing.	-0.3113451	-0.20506753
deduce	NP Ved that S	positive	Someone deduced that a particular thing happened	-0.47332683	-0.20507449
deduce	NP Ved that S	negative	Someone didn\'t deduce that a particular thing happened	-0.4687807	-0.20507449
report	NP Ved NP to VP[-eventive]	positive	Someone reported a particular person to have a particular thing.	-0.15327932	-0.20529613
report	NP Ved NP to VP[-eventive]	negative	Someone didn\'t report a particular person to have a particular thing.	-0.26087728	-0.20529613
tell	NP Ved NP to VP[-eventive]	positive	Someone told a particular person to have a particular thing.	-0.28880417	-0.20543662
tell	NP Ved NP to VP[-eventive]	negative	Someone didn\'t tell a particular person to have a particular thing.	-0.28354555	-0.20543662
dictate	NP Ved for NP to VP	positive	Someone dictated for a particular thing to happen.	-0.19686906	-0.2061579
dictate	NP Ved for NP to VP	negative	Someone didn\'t dictate for a particular thing to happen.	-0.31427985	-0.2061579
suspect	NP was Ved to VP[-eventive]	positive	A particular person was suspected to have a particular thing.	-0.26702037	-0.2062858
suspect	NP was Ved to VP[-eventive]	negative	A particular person wasn\'t suspected to have a particular thing.	-0.15929356	-0.2062858
meditate	NP Ved to VP[+eventive]	negative	A particular person didn\'t meditate to do a particular thing.	-0.15295047	-0.20661575
meditate	NP Ved to VP[+eventive]	positive	A particular person meditated to do a particular thing.	-0.43843606	-0.20661575
gamble	NP Ved to VP[+eventive]	positive	A particular person gambled to do a particular thing.	-0.591223	-0.20662668
gamble	NP Ved to VP[+eventive]	negative	A particular person didn\'t gamble to do a particular thing.	-0.562603	-0.20662668
remind	NP was Ved to VP[+eventive]	positive	A particular person was reminded to do a particular thing.	-0.5510065	-0.20787787
remind	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t reminded to do a particular thing.	-0.44163784	-0.20787787
rediscover	NP Ved that S	negative	Someone didn\'t rediscover that a particular thing happened	-0.41628703	-0.20978735
rediscover	NP Ved that S	positive	Someone rediscovered that a particular thing happened	-0.35919625	-0.20978735
protest	NP Ved to VP[-eventive]	positive	A particular person protested to have a particular thing.	-0.25034425	-0.21262503
protest	NP Ved to VP[-eventive]	negative	A particular person didn\'t protest to have a particular thing.	-0.5757058	-0.21262503
assert	NP Ved to VP[-eventive]	negative	A particular person didn\'t assert to have a particular thing.	-0.47115785	-0.21370994
assert	NP Ved to VP[-eventive]	positive	A particular person asserted to have a particular thing.	-0.59559053	-0.21370994
