participant	list	presentationorder	verb	frame	tense	sentence	response	nativeenglish	version
21	0	11	query	NP V NP VPing	present	Someone queries someone doing something.	6.0	True	2
45	0	19	query	NP V NP VPing	present	Someone queries someone doing something.	5.0	True	2
30	0	43	query	NP V NP VPing	present	Someone queries someone doing something.	4.0	True	2
16	0	27	query	NP V NP VPing	present	Someone queries someone doing something.	5.0	True	2
6	0	18	query	NP V NP VPing	present	Someone queries someone doing something.	2.0	True	2
31	0	43	query	NP V NP VPing	present	Someone queries someone doing something.	2.0	True	2
12	0	8	query	NP V NP VPing	present	Someone queries someone doing something.	3.0	True	2
18	0	6	query	NP V NP VPing	present	Someone queries someone doing something.	6.0	True	2
41	0	11	query	NP V NP VPing	present	Someone queries someone doing something.	2.0	True	2
3	0	19	query	NP V NP VPing	present	Someone queries someone doing something.	1.0	True	2
4	0	18	query	NP V NP VPing	present	Someone queries someone doing something.	1.0	True	2
39	0	33	query	NP V NP VPing	present	Someone queries someone doing something.	4.0	True	2
19	0	8	query	NP V NP VPing	present	Someone queries someone doing something.	1.0	True	2
25	0	25	query	NP V NP VPing	present	Someone queries someone doing something.	2.0	True	2
8	0	8	query	NP V NP VPing	present	Someone queries someone doing something.	6.0	True	2
27	0	42	query	NP V NP VPing	present	Someone queries someone doing something.	3.0	True	2
40	0	11	query	NP V NP VPing	present	Someone queries someone doing something.	1.0	True	2
13	0	49	query	NP V NP VPing	present	Someone queries someone doing something.	7.0	True	2
22	0	44	query	NP V NP VPing	present	Someone queries someone doing something.	2.0	True	2
9	0	50	query	NP V NP VPing	present	Someone queries someone doing something.	7.0	True	2
14	0	34	query	NP V NP VPing	present	Someone queries someone doing something.	6.0	True	2
28	0	44	query	NP V NP VPing	present	Someone queries someone doing something.	4.0	True	2
35	0	25	query	NP V NP VPing	present	Someone queries someone doing something.	6.0	True	2
23	0	19	query	NP V NP VPing	present	Someone queries someone doing something.	1.0	True	2
44	0	28	rave	NP V that S	past	Someone raved that something happened.	6.0	True	1
10	0	10	rave	NP V that S	past	Someone raved that something happened.	6.0	True	1
33	0	1	rave	NP V that S	past	Someone raved that something happened.	7.0	True	1
24	0	44	rave	NP V that S	past	Someone raved that something happened.	4.0	True	1
2	0	34	rave	NP V that S	past	Someone raved that something happened.	7.0	True	1
47	0	33	rave	NP V that S	past	Someone raved that something happened.	6.0	True	1
17	0	5	rave	NP V that S	past	Someone raved that something happened.	6.0	True	1
43	0	11	rave	NP V that S	past	Someone raved that something happened.	6.0	True	1
20	0	9	rave	NP V that S	past	Someone raved that something happened.	5.0	True	1
42	0	36	rave	NP V that S	past	Someone raved that something happened.	5.0	True	1
34	0	12	rave	NP V that S	past	Someone raved that something happened.	7.0	True	1
11	0	17	rave	NP V that S	past	Someone raved that something happened.	7.0	True	1
5	0	41	rave	NP V that S	past	Someone raved that something happened.	5.0	True	1
38	0	26	rave	NP V that S	past	Someone raved that something happened.	5.0	True	1
0	0	33	rave	NP V that S	past	Someone raved that something happened.	6.0	True	1
48	0	20	rave	NP V that S	past	Someone raved that something happened.	7.0	True	1
37	0	32	rave	NP V that S	past	Someone raved that something happened.	4.0	True	1
26	0	44	rave	NP V that S	past	Someone raved that something happened.	6.0	True	1
29	0	45	rave	NP V that S	past	Someone raved that something happened.	4.0	True	1
46	0	40	rave	NP V that S	past	Someone raved that something happened.	7.0	True	1
1	0	44	rave	NP V that S	past	Someone raved that something happened.	6.0	True	1
32	0	9	rave	NP V that S	past	Someone raved that something happened.	7.0	True	1
7	0	50	rave	NP V that S	past	Someone raved that something happened.	6.0	True	1
36	0	8	rave	NP V that S	past	Someone raved that something happened.	7.0	True	1
49	0	23	rave	NP V that S	past	Someone raved that something happened.	5.0	True	1
15	0	14	rave	NP V that S	past	Someone raved that something happened.	6.0	True	1
21	0	20	rave	NP V that S	past	Someone raved that something happened.	6.0	True	1
45	0	10	rave	NP V that S	past	Someone raved that something happened.	6.0	True	1
30	0	31	rave	NP V that S	past	Someone raved that something happened.	7.0	True	1
16	0	24	rave	NP V that S	past	Someone raved that something happened.	6.0	True	1
6	0	50	rave	NP V that S	past	Someone raved that something happened.	7.0	True	1
31	0	24	rave	NP V that S	past	Someone raved that something happened.	5.0	True	1
12	0	10	rave	NP V that S	past	Someone raved that something happened.	7.0	True	1
18	0	8	rave	NP V that S	past	Someone raved that something happened.	5.0	True	1
41	0	47	rave	NP V that S	past	Someone raved that something happened.	2.0	True	1
3	0	42	rave	NP V that S	past	Someone raved that something happened.	7.0	True	1
4	0	44	rave	NP V that S	past	Someone raved that something happened.	6.0	True	1
39	0	22	rave	NP V that S	past	Someone raved that something happened.	4.0	True	1
19	0	6	rave	NP V that S	past	Someone raved that something happened.	2.0	True	1
25	0	27	rave	NP V that S	past	Someone raved that something happened.	6.0	True	1
8	0	26	rave	NP V that S	past	Someone raved that something happened.	7.0	True	1
27	0	27	rave	NP V that S	past	Someone raved that something happened.	1.0	True	1
40	0	28	rave	NP V that S	past	Someone raved that something happened.	6.0	True	1
13	0	43	rave	NP V that S	past	Someone raved that something happened.	7.0	True	1
22	0	26	rave	NP V that S	past	Someone raved that something happened.	5.0	True	1
9	0	26	rave	NP V that S	past	Someone raved that something happened.	7.0	True	1
14	0	18	rave	NP V that S	past	Someone raved that something happened.	4.0	True	1
28	0	40	rave	NP V that S	past	Someone raved that something happened.	7.0	True	1
35	0	36	rave	NP V that S	past	Someone raved that something happened.	6.0	True	1
23	0	45	rave	NP V that S	past	Someone raved that something happened.	7.0	True	1
44	0	15	relieve	NP be V that S[+future]	present	Someone is relieved that something would happen.	7.0	True	2
10	0	6	relieve	NP be V that S[+future]	present	Someone is relieved that something would happen.	5.0	True	2
33	0	14	relieve	NP be V that S[+future]	present	Someone is relieved that something would happen.	4.0	True	2
24	0	5	relieve	NP be V that S[+future]	present	Someone is relieved that something would happen.	6.0	True	2
2	0	31	relieve	NP be V that S[+future]	present	Someone is relieved that something would happen.	1.0	True	2
47	0	22	relieve	NP be V that S[+future]	present	Someone is relieved that something would happen.	5.0	True	2
17	0	41	relieve	NP be V that S[+future]	present	Someone is relieved that something would happen.	5.0	True	2
43	0	33	relieve	NP be V that S[+future]	present	Someone is relieved that something would happen.	4.0	True	2
20	0	40	relieve	NP be V that S[+future]	present	Someone is relieved that something would happen.	5.0	True	2
42	0	39	relieve	NP be V that S[+future]	present	Someone is relieved that something would happen.	5.0	True	2
34	0	24	relieve	NP be V that S[+future]	present	Someone is relieved that something would happen.	7.0	True	2
11	0	39	relieve	NP be V that S[+future]	present	Someone is relieved that something would happen.	4.0	True	2
5	0	39	relieve	NP be V that S[+future]	present	Someone is relieved that something would happen.	6.0	True	2
38	0	50	relieve	NP be V that S[+future]	present	Someone is relieved that something would happen.	7.0	True	2
0	0	5	relieve	NP be V that S[+future]	present	Someone is relieved that something would happen.	5.0	True	2
48	0	41	relieve	NP be V that S[+future]	present	Someone is relieved that something would happen.	7.0	True	2
37	0	38	relieve	NP be V that S[+future]	present	Someone is relieved that something would happen.	5.0	True	2
26	0	37	relieve	NP be V that S[+future]	present	Someone is relieved that something would happen.	5.0	True	2
29	0	38	relieve	NP be V that S[+future]	present	Someone is relieved that something would happen.	5.0	True	2
46	0	39	relieve	NP be V that S[+future]	present	Someone is relieved that something would happen.	7.0	True	2
1	0	48	relieve	NP be V that S[+future]	present	Someone is relieved that something would happen.	6.0	True	2
32	0	40	relieve	NP be V that S[+future]	present	Someone is relieved that something would happen.	6.0	True	2
7	0	38	relieve	NP be V that S[+future]	present	Someone is relieved that something would happen.	5.0	True	2
36	0	32	relieve	NP be V that S[+future]	present	Someone is relieved that something would happen.	7.0	True	2
49	0	46	relieve	NP be V that S[+future]	present	Someone is relieved that something would happen.	6.0	True	2
15	0	16	relieve	NP be V that S[+future]	present	Someone is relieved that something would happen.	6.0	True	2
21	0	50	relieve	NP be V that S[+future]	present	Someone is relieved that something would happen.	5.0	True	2
45	0	14	relieve	NP be V that S[+future]	present	Someone is relieved that something would happen.	5.0	True	2
30	0	24	relieve	NP be V that S[+future]	present	Someone is relieved that something would happen.	6.0	True	2
16	0	5	relieve	NP be V that S[+future]	present	Someone is relieved that something would happen.	7.0	True	2
6	0	32	relieve	NP be V that S[+future]	present	Someone is relieved that something would happen.	5.0	True	2
31	0	48	relieve	NP be V that S[+future]	present	Someone is relieved that something would happen.	5.0	True	2
12	0	29	relieve	NP be V that S[+future]	present	Someone is relieved that something would happen.	7.0	True	2
18	0	3	relieve	NP be V that S[+future]	present	Someone is relieved that something would happen.	4.0	True	2
41	0	48	relieve	NP be V that S[+future]	present	Someone is relieved that something would happen.	3.0	True	2
3	0	23	relieve	NP be V that S[+future]	present	Someone is relieved that something would happen.	6.0	True	2
4	0	23	relieve	NP be V that S[+future]	present	Someone is relieved that something would happen.	5.0	True	2
39	0	38	relieve	NP be V that S[+future]	present	Someone is relieved that something would happen.	5.0	True	2
19	0	14	relieve	NP be V that S[+future]	present	Someone is relieved that something would happen.	5.0	True	2
25	0	24	relieve	NP be V that S[+future]	present	Someone is relieved that something would happen.	6.0	True	2
8	0	41	relieve	NP be V that S[+future]	present	Someone is relieved that something would happen.	7.0	True	2
27	0	22	relieve	NP be V that S[+future]	present	Someone is relieved that something would happen.	7.0	True	2
40	0	31	relieve	NP be V that S[+future]	present	Someone is relieved that something would happen.	6.0	True	2
13	0	38	relieve	NP be V that S[+future]	present	Someone is relieved that something would happen.	7.0	True	2
22	0	8	relieve	NP be V that S[+future]	present	Someone is relieved that something would happen.	7.0	True	2
9	0	12	relieve	NP be V that S[+future]	present	Someone is relieved that something would happen.	7.0	True	2
14	0	22	relieve	NP be V that S[+future]	present	Someone is relieved that something would happen.	7.0	True	2
28	0	3	relieve	NP be V that S[+future]	present	Someone is relieved that something would happen.	5.0	True	2
35	0	3	relieve	NP be V that S[+future]	present	Someone is relieved that something would happen.	6.0	True	2
23	0	29	relieve	NP be V that S[+future]	present	Someone is relieved that something would happen.	7.0	True	2
44	0	6	sadden	NP be V that S	past_progressive	Someone was being saddened that something happened.	2.0	True	2
10	0	29	sadden	NP be V that S	past_progressive	Someone was being saddened that something happened.	6.0	True	2
33	0	12	sadden	NP be V that S	past_progressive	Someone was being saddened that something happened.	7.0	True	2
24	0	38	sadden	NP be V that S	past_progressive	Someone was being saddened that something happened.	5.0	True	2
2	0	7	sadden	NP be V that S	past_progressive	Someone was being saddened that something happened.	7.0	True	2
47	0	21	sadden	NP be V that S	past_progressive	Someone was being saddened that something happened.	4.0	True	2
17	0	3	sadden	NP be V that S	past_progressive	Someone was being saddened that something happened.	5.0	True	2
43	0	5	sadden	NP be V that S	past_progressive	Someone was being saddened that something happened.	3.0	True	2
20	0	16	sadden	NP be V that S	past_progressive	Someone was being saddened that something happened.	5.0	True	2
42	0	12	sadden	NP be V that S	past_progressive	Someone was being saddened that something happened.	5.0	True	2
34	0	47	sadden	NP be V that S	past_progressive	Someone was being saddened that something happened.	5.0	True	2
11	0	3	sadden	NP be V that S	past_progressive	Someone was being saddened that something happened.	4.0	True	2
5	0	38	sadden	NP be V that S	past_progressive	Someone was being saddened that something happened.	6.0	True	2
38	0	29	sadden	NP be V that S	past_progressive	Someone was being saddened that something happened.	5.0	True	2
0	0	7	sadden	NP be V that S	past_progressive	Someone was being saddened that something happened.	5.0	True	2
48	0	30	sadden	NP be V that S	past_progressive	Someone was being saddened that something happened.	6.0	True	2
37	0	14	sadden	NP be V that S	past_progressive	Someone was being saddened that something happened.	7.0	True	2
26	0	14	sadden	NP be V that S	past_progressive	Someone was being saddened that something happened.	5.0	True	2
29	0	50	sadden	NP be V that S	past_progressive	Someone was being saddened that something happened.	2.0	True	2
46	0	16	sadden	NP be V that S	past_progressive	Someone was being saddened that something happened.	6.0	True	2
1	0	20	sadden	NP be V that S	past_progressive	Someone was being saddened that something happened.	2.0	True	2
